,losses
950,2.7093021e-09
951,-0.00029459564
952,-0.00085262157
953,-0.0016486901
954,-0.002654164
955,-0.003792787
956,-0.0047419197
957,-0.0051746895
958,-0.0049977233
959,-0.0047760643
960,6.0688365e-09
961,-0.00017636413
962,-0.00068077084
963,-0.0014836229
964,-0.0025559391
965,-0.0035629685
966,-0.004257563
967,-0.0045014783
968,-0.0044957655
969,-0.00435816
970,-6.654046e-08
971,4.2805998e-05
972,-1.00453335e-05
973,-0.00014823317
974,-0.0003662777
975,-0.0006542931
976,-0.00101174
977,-0.0014297452
978,-0.0018799244
979,-0.0022995144
980,-8.7131156e-08
981,-0.0003461712
982,-0.00089080853
983,-0.0015964838
984,-0.0024177886
985,-0.0032063643
986,-0.003825056
987,-0.0043563717
988,-0.004810735
989,-0.0051828185
990,7.3693016e-09
991,-0.00042347907
992,-0.0010276678
993,-0.0017220727
994,-0.0023906808
995,-0.00275726
996,-0.002606151
997,-0.0024320437
998,-0.002613301
999,-0.0030588873
1000,5.3644182e-09
1001,-0.0005228755
1002,-0.0017077877
1003,-0.0034450414
1004,-0.0055412385
1005,-0.007337272
1006,-0.007984
1007,-0.007586064
1008,-0.0070526483
1009,-0.0069250786
1010,-5.8954413e-08
1011,-0.00020187769
1012,-0.0005175231
1013,-0.00092955894
1014,-0.0014212615
1015,-0.0018290823
1016,-0.002188845
1017,-0.0025530008
1018,-0.0029440897
1019,-0.0033675674
1020,-1.8217347e-07
1021,-0.00022700331
1022,-0.00052701146
1023,-0.000894208
1024,-0.0013231639
1025,-0.0018033652
1026,-0.0022925208
1027,-0.0028163285
1028,-0.0033311795
1029,-0.003801818
1030,-5.6136738e-08
1031,-0.00036051153
1032,-0.00092123344
1033,-0.0016571404
1034,-0.0023972876
1035,-0.0025127637
1036,-0.0023674585
1037,-0.002524473
1038,-0.0031892725
1039,-0.0039990502
1040,3.0344183e-09
1041,-0.00023544545
1042,-0.0005567753
1043,-0.0009286733
1044,-0.0013503896
1045,-0.0017501072
1046,-0.0019539974
1047,-0.0020418186
1048,-0.0021786406
1049,-0.0024057275
1050,-4.486604e-08
1051,-0.00022852248
1052,-0.0006953166
1053,-0.001365047
1054,-0.0022055616
1055,-0.0030353481
1056,-0.003447134
1057,-0.0035143034
1058,-0.0036169384
1059,-0.0041084457
1060,-4.5082786e-08
1061,-0.00054337806
1062,-0.0014733926
1063,-0.002721377
1064,-0.003672119
1065,-0.0037304766
1066,-0.0033828754
1067,-0.0034089072
1068,-0.004098923
1069,-0.004837797
1070,1.354651e-07
1071,0.00022200606
1072,0.00010558584
1073,-0.00029968392
1074,-0.000961585
1075,-0.0018528119
1076,-0.0029482676
1077,-0.004237862
1078,-0.005361064
1079,-0.0061466093
1080,3.446232e-08
1081,0.00019228763
1082,0.00014991804
1083,-0.00011797168
1084,-0.0006014399
1085,-0.001180603
1086,-0.0017044765
1087,-0.0021354668
1088,-0.002334336
1089,-0.0025956072
1090,1.1379068e-08
1091,-0.000101931044
1092,-0.00032962425
1093,-0.00066841574
1094,-0.0011035389
1095,-0.0016264766
1096,-0.0022280447
1097,-0.0028702142
1098,-0.003467
1099,-0.0039675245
1100,1.08372085e-07
1101,0.00011790319
1102,2.5285374e-06
1103,-0.00032305805
1104,-0.0008378961
1105,-0.0015259942
1106,-0.0023727408
1107,-0.0033618447
1108,-0.0044195578
1109,-0.0054498995
1110,-4.5516275e-09
1111,0.00039570418
1112,0.00061274617
1113,0.0006683807
1114,0.00058296096
1115,0.00036554618
1116,9.531866e-05
1117,-0.00026022326
1118,-0.00070471177
1119,-0.001227946
1120,1.10106036e-07
1121,-0.00012585553
1122,-0.00037815093
1123,-0.00074544735
1124,-0.0012110806
1125,-0.0015985523
1126,-0.0018059418
1127,-0.0018634059
1128,-0.0019688788
1129,-0.0022584386
1130,3.4679065e-08
1131,-0.00021231564
1132,-0.00066495634
1133,-0.0013086692
1134,-0.001945232
1135,-0.0019853315
1136,-0.001969145
1137,-0.0025036153
1138,-0.0034314536
1139,-0.0042326087
1140,5.6353482e-08
1141,0.00024375936
1142,1.9878691e-05
1143,-0.00062392757
1144,-0.0016418549
1145,-0.002739471
1146,-0.0032183393
1147,-0.003172381
1148,-0.0031065429
1149,-0.003204916
1150,1.6039069e-08
1151,-0.00070868665
1152,-0.0018578131
1153,-0.0032369948
1154,-0.0039278297
1155,-0.0037432995
1156,-0.0032363653
1157,-0.0031560243
1158,-0.0036544558
1159,-0.004528663
1160,-2.5402417e-07
1161,-0.0007467595
1162,-0.001777798
1163,-0.0022780523
1164,-0.0017417053
1165,-0.0012183748
1166,-0.0014104076
1167,-0.002309702
1168,-0.003521714
1169,-0.004362368
1170,-1.222437e-07
1171,-0.00028421576
1172,-0.0006571865
1173,-0.0010988801
1174,-0.0014369382
1175,-0.0016308429
1176,-0.0018384407
1177,-0.002229169
1178,-0.002855591
1179,-0.0035879083
1180,2.60093e-09
1181,-0.00022398435
1182,-0.0008335276
1183,-0.0017880502
1184,-0.0030444956
1185,-0.004566127
1186,-0.0062308568
1187,-0.0075611332
1188,-0.008308568
1189,-0.008607311
1190,-2.1024184e-07
1191,5.299308e-05
1192,-9.981675e-05
1193,-0.00043376532
1194,-0.00093109824
1195,-0.0015834922
1196,-0.0023816256
1197,-0.0032782424
1198,-0.0041048094
1199,-0.0046466384
1200,-7.1959064e-08
1201,-0.00029452756
1202,-0.00074865343
1203,-0.0013118024
1204,-0.0019740919
1205,-0.0026451414
1206,-0.0031672348
1207,-0.0034624508
1208,-0.0036937653
1209,-0.003992927
1210,-1.0295348e-08
1211,-0.00013021914
1212,-0.0003722956
1213,-0.00071835506
1214,-0.0011563392
1215,-0.0016617111
1216,-0.0022344277
1217,-0.0028639494
1218,-0.0035105909
1219,-0.0041306927
1220,-1.8802556e-08
1221,-0.0010864985
1222,-0.002529093
1223,-0.0042203884
1224,-0.0057636406
1225,-0.0065991934
1226,-0.006428747
1227,-0.0057330946
1228,-0.0052426616
1229,-0.0051718815
1230,8.507208e-09
1231,-0.00035819478
1232,-0.00088583847
1233,-0.0015676911
1234,-0.0023958613
1235,-0.0032689343
1236,-0.003703798
1237,-0.003666091
1238,-0.0034965682
1239,-0.0035418407
1240,-1.6125766e-07
1241,-0.0007063406
1242,-0.0017735151
1243,-0.003162824
1244,-0.004668925
1245,-0.0056973216
1246,-0.005818133
1247,-0.0052995146
1248,-0.0049093366
1249,-0.004948509
1250,5.8954413e-08
1251,4.9714174e-05
1252,7.571307e-06
1253,-0.000115186514
1254,-0.0003098816
1255,-0.0005631395
1256,-0.0008693087
1257,-0.0012224063
1258,-0.0016193424
1259,-0.0020450056
1260,-1.8683347e-07
1261,1.0932576e-05
1262,-0.00011041143
1263,-0.00034895085
1264,-0.00068897137
1265,-0.0011240575
1266,-0.0013269923
1267,-0.0013385132
1268,-0.0013446723
1269,-0.0014526342
1270,1.1097301e-07
1271,-0.00015894153
1272,-0.0005018993
1273,-0.0010064676
1274,-0.0016516281
1275,-0.0024064805
1276,-0.003214039
1277,-0.0039490364
1278,-0.0042719566
1279,-0.004245931
1280,2.969395e-08
1281,-8.859006e-05
1282,-0.00030654843
1283,-0.0006377287
1284,-0.0010683874
1285,-0.0015814801
1286,-0.0021369306
1287,-0.0024490247
1288,-0.0022902733
1289,-0.002061406
1290,2.9954043e-07
1291,-0.00031734986
1292,-0.00075959554
1293,-0.0013097299
1294,-0.0019577001
1295,-0.0026951856
1296,-0.0034447974
1297,-0.0040860805
1298,-0.004502123
1299,-0.004776701
1300,3.500418e-08
1301,-0.00083889085
1302,-0.0019943416
1303,-0.0032750603
1304,-0.00419302
1305,-0.004323194
1306,-0.003911123
1307,-0.0034898575
1308,-0.00352437
1309,-0.004058147
1310,-2.4535439e-07
1311,7.806821e-05
1312,8.343133e-06
1313,-0.00019078299
1314,-0.00050468824
1315,-0.00092053664
1316,-0.0014192144
1317,-0.0019320315
1318,-0.002474549
1319,-0.0029700352
1320,9.406697e-08
1321,-0.00048635222
1322,-0.0012607886
1323,-0.0023124202
1324,-0.0030642978
1325,-0.0029845373
1326,-0.0028243237
1327,-0.0027206205
1328,-0.002921586
1329,-0.003488849
1330,-1.222437e-07
1331,-0.0009777212
1332,-0.0021973331
1333,-0.0033594165
1334,-0.0037387025
1335,-0.003519937
1336,-0.003021701
1337,-0.0027047903
1338,-0.0028174275
1339,-0.0034002555
1340,-1.15741386e-07
1341,-0.00087582244
1342,-0.0021617985
1343,-0.003632197
1344,-0.0046083187
1345,-0.004751371
1346,-0.0042606625
1347,-0.0039696316
1348,-0.004475721
1349,-0.005630473
1350,-6.350604e-08
1351,0.00024740284
1352,-6.315925e-06
1353,-0.0006721323
1354,-0.0017424228
1355,-0.0030008957
1356,-0.0039079385
1357,-0.004563908
1358,-0.004949549
1359,-0.005371709
1360,-1.7339532e-08
1361,-4.199765e-05
1362,-0.00053822517
1363,-0.0014323066
